Hotel Name,Hotel Address,Hotel Score,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,701
Lion House,160-0021 도쿄 도 歌舞伎町2-2-11 일본,7.5,178162,0,0,0,178162,0,0,0,0,0,178162,178162,0,178162,178162,178162,0,0,0,178162,84482,93868,160515,0,0,0,0,187737,0,0,0



Hotel Balian Resort Higashi Shinjuku (Adult Only),160-0021 도쿄 도 Shinjuku-ku Kabukicho 2-19-17 일본,8.1,216472,245207,269153,221261,216472,216472,216472,216472,245207,269153,221261,216472,216472,216472,216472,245207,269153,221261,216472,216472,311183,95784,241617,597693,89175,161875,993883,122029,518154,211683,281605



로열 호텔 신오쿠보,169-0073 도쿄 도 Shinjuku-ku Hyakunincho 2-17-1 일본,7.9,168963,131416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



비즈니스 호텔 야마시로(Business Hotel Yamashiro),160-0021 도쿄 도 Shinjuku-ku Kabuki-cho 2-29-2 일본,7.7,84482,0,0,0,0,0,0,0,0,0,0,101378,101378,0,101378,0,0,0,0,84482,0,0,0,0,0,86206,0,0,0,0,0



粋,160-0022 도쿄 도 新宿7-27-4 ライオンズマンション新宿第2 206 일본,7.3,219652,219652,0,219652,219652,219652,219652,219652,219652,0,219652,219652,219652,219652,219652,219652,219652,219652,219652,219652,431795,0,0,0,93868,111046,126985,303444,114941,0,0



Hotel QUEEN ANNEX,160-0022 도쿄 도 新宿区新宿2-10-6 일본,7.8,165208,242180,242180,165208,165208,165208,165208,165208,242180,234915,165208,165208,165208,165208,165208,242180,242180,165208,165208,165208,140427,0,281605,247123,93868,113313,95784,239077,281605,247123,287352



Shinokubo guest house,169-0072 도쿄 도 大久保１−１３−14 일본,9.2,384860,384860,0,0,0,347125,347125,347125,347125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136971,0,0



TOKYO ICHIBAN SHINJUKU,169-0072 도쿄 도 大久保１−１−11コントーワル新宿511室 일본,8.9,272218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



SHINJUKU WARM VILLA I,169-0072 도쿄 도 2-26-5 Okubo 일본,7.7,194308,261893,270341,194308,194308,194308,194308,194308,261893,254036,194308,194308,194308,194308,194308,261893,261893,194308,194308,194308,993883,965504,247123,270904,325254,90995,214556,93868,119588,281605,247123



Okubo Hotel Hawaii,169-0073 도쿄 도 1-16-6 Hyakunincho Shinjuku-ku 일본,7.8,75095,112642,122029,84482,84482,84482,84482,84482,103255,0,84482,84482,84482,84482,84482,103255,0,84482,84482,84482,289115,247813,209514,0,0,287352,234296,281605,287352,225284,363980



더 신-오쿠보 인터내셔널 호텔,169-0073 도쿄 도 Shinjuku-ku Hyakunincho 1-1-10 일본,,112642,140803,0,0,112642,112642,112642,112642,0,0,0,0,0,112642,0,140803,0,112642,0,0,0,0,0,0,0,0,0,0,0,0,0



호텔 시에나(Hotel Siena),160-0021 도쿄 도 Shinjuku-ku Kabuki-cho 2-22-1  일본,6.6,134098,143676,0,124519,0,0,0,0,143676,0,0,0,124519,124519,124519,138887,153255,124519,124519,124519,0,124519,206702,0,280321,187737,90995,423159,1014167,0,0



신주쿠 이스트 호텔 (Shinjuku East Hotel),160-0021 도쿄 도 Shinjuku-ku Kabukicho 2-6-16 일본,7.0,93868,112642,131416,93868,93868,93868,93868,93868,112642,145684,93868,93868,93868,93868,93868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153255,153255



호텔 타테시나(Hotel Tateshina),160-0022 도쿄 도 Shinjuku-ku Shinjuku 5-8-6 일본,,97112,97112,0,97112,107902,107902,107902,107902,107902,0,107902,107902,0,0,0,107902,147139,107902,107902,107902,0,110104,523560,0,280321,191568,993883,423159,129213,0,0



City Hotel Southern Cross,169-0073 도쿄 도 Shinjuku-ku Hyakunin-cho 1-11-26 일본,6.2,89175,98562,0,89175,89175,89175,89175,93868,98562,0,0,89175,93868,93868,89175,98562,0,93868,89175,89175,140793,107902,281605,0,163791,239077,281605,234296,229116,0,0



HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,160-0021 도쿄 도 Shinjuku-ku Kabukicho 2-3-23 일본,5.1,119588,128130,162298,102504,111046,119588,119588,119588,128130,140858,102504,111046,119588,119588,119588,128130,139958,102504,111046,119588,76627,107902,250916,195246,165208,281605,0,283904,277944,356700,178350



호텔 엠파이어 인 신주쿠(Hotel Empire in Shinjuku),169-0073 도쿄 도 Shinjuku-ku Hyakunin-cho 1-15-33 일본,6.1,91991,107949,0,0,0,73217,73217,91991,107949,0,91991,0,91991,0,0,107949,0,91991,91991,91991,86206,201147,268487,0,161078,164365,257140,76627,268738,0,0



Keio Presso Inn Shinjuku,160-0023 도쿄 도 Shinjuku-ku Nishishinjuku 3-4-5 일본,7.8,172342,209514,0,201066,140239,143619,146998,141929,216273,195854,201066,172342,172342,179101,168963,209514,163894,201066,128412,133481,0,91991,287352,0,160515,234296,224135,224135,201147,153255,270341



HOTEL LiVEMAX Shinjuku EAST,160-0022 도쿄 도 Shinjuku-ku Shinjuku 6-27-49 일본,6.2,111046,128130,148500,102504,111046,119588,119588,119588,128130,149144,102504,111046,119588,119588,119588,128130,136672,102504,111046,119588,143667,93868,241617,281605,89175,133293,168212,423159,0,287352,0



레지던스 호텔 윌 신주쿠 (Residence Hotel Will Shinjuku),160-0004 도쿄 도 Shinjuku-ku Yotsuya 4 Chome 25 일본,6.4,146435,146435,0,146435,146435,146435,146435,146435,146435,0,146435,146435,146435,146435,146435,0,0,146435,146435,146435,300168,222896,112642,0,107902,110104,75095,214173,75095,0,0



COCOSHUKU Shinjuku-Hanazono,160-0022 도쿄 도 1-32-11 Shinjuku Shinjuku-ku 일본,8.1,304134,278789,380167,304134,304134,190084,190084,273720,304134,0,273720,243307,266117,0,0,0,0,0,220497,0,0,195246,0,0,0,0,126985,216472,0,325495,165959



Hotel BaliAn Resort Shinjuku Glamping,160-0021 도쿄 도 新宿区歌舞伎町2-19-11 일본,9.0,289115,382983,439304,345436,289115,289115,289115,289115,382983,0,345436,289115,289115,289115,289115,382983,439304,345436,289115,289115,993883,946193,242180,153756,325254,89175,129309,86206,84482,269153,236971



City Hotel Dolphin,169-0073 도쿄 도 Shinjuku-ku Hyakunin-cho 1-4-11 일본,5.1,75095,0,0,0,0,79788,75095,75095,0,0,0,75095,75095,75095,75095,0,0,0,75095,75095,198273,946193,0,0,0,89175,126722,84482,84482,0,0



TOKYO E JOY INN（Okubo branch in Shinjuku）,169-0073 도쿄 도 東京都新宿区百人町２丁目２３−４０ ナツハウス 일본,6.7,131406,150180,0,124742,140793,140793,140793,134222,0,145675,134222,131406,124742,124742,140793,159567,0,0,137977,137977,194308,288119,242180,0,378539,136205,126722,84482,95784,0,0



Hotel Yuyukan - Vacation STAY 10008v,160-0021 도쿄 도 Kabukicho 1-10-1 Hotel Yuyukan 일본,6.1,102551,145731,145731,102551,102551,102551,102551,102551,145731,141359,102551,102551,102551,102551,102551,145731,145731,0,102551,102551,222896,181798,209514,890792,370968,133481,136971,69683,93868,0,993883



Hotel Rose Garden Shinjuku - Vacation STAY 72146v,160-0023 도쿄 도 Nishishinjuku 8-1-3 Hotel Rose Garden Shinjuku 일본,7.0,180819,234793,299562,197011,186216,197011,197011,218601,250985,321988,207806,197011,218601,229396,261780,223998,353537,213203,202408,261780,194308,282356,114941,148705,370968,133481,69683,68289,93868,890792,476631



Pod Select Hotel Shinjuku,160-0022 도쿄 도 2-12-2 Shinjuku, Shinjuku-ku 일본,6.8,134635,215428,236971,134635,134635,134635,150800,161571,215428,236971,134635,134635,134635,150800,161571,215428,236971,134635,134635,134635,0,178162,245207,204020,205170,303444,216472,161971,518154,287352,148705



SHINJUKU WARM HOUSE,169-0072 도쿄 도 Shinjuku-ku, Okubo 1-3-7 일본,8.3,281605,309766,342620,305072,281605,281605,281605,281605,309766,300473,281605,281605,305072,305072,305072,342620,342620,281605,305072,305072,491372,0,280321,159952,0,216472,134635,126985,303444,439840,467099



634 Condo Shinjuku - Vacation STAY 01910v,169-0072 도쿄 도 Okubo 1-5-4 634 Condo Shinjuku 일본,8.0,518154,0,0,0,0,518154,518154,518154,626102,0,0,0,0,518154,0,0,0,0,0,0,0,0,112642,0,102504,0,0,0,993883,0,0



HOTEL LiVEMAX Shinjuku Kabukicho,160-0021 도쿄 도 Shinjuku-ku Kabukicho 2-33-3 일본,6.3,136672,146435,165959,117148,126910,0,140427,136672,146435,160981,117148,126910,136672,136672,136672,146435,156197,117148,126910,136672,75095,95784,213790,468591,102504,111046,89175,234296,119588,242180,281605



Hotel Koryukaku,169-0073 도쿄 도 Shinjuku-ku Hyakunincho 2-23-48 일본,5.8,114941,143676,191568,124519,100573,100573,114941,114941,124519,172411,124519,100573,100573,114941,114941,124519,172411,124519,100573,100573,75095,93868,130745,145731,90995,0,0,423159,528728,270341,165959



SHINJUKU GLOBAL HOTEL,169-0073 도쿄 도 百人町2-6-6 SHINJUKU GLOBAL HOTEL 일본,7.6,197124,234671,234671,197124,197124,197124,197124,197124,234671,227631,197124,197124,197124,197124,197124,234671,234671,197124,197124,197124,481545,195246,128130,270904,93868,161971,161971,126985,518154,292869,356700



Hotel Yuyukan Center of Kabukicho Shinjuku,160-0021 도쿄 도 Kabukicho 1-10-1 Yuyukan 일본,,0,0,0,0,126985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



신주쿠 어반 호텔(Shinjuku Urban Hotel),160-0021 도쿄 도 Shinjuku-ku Kabuki-cho 2-8-12 일본,7.6,244058,309766,139864,272218,281605,281605,281605,281605,281605,300473,272218,272218,272218,272218,272218,281605,309766,272218,272218,272218,294165,227445,114941,771842,107902,161078,76627,75095,76627,276433,276433



하나비 호텔(Hanabi Hotel),169-0075 도쿄 도 Shinjuku-ku Hyakunincho 2-8-5 일본,6.8,104297,104297,0,104297,104297,135584,104297,281605,166870,0,104297,104297,104297,104297,104297,151231,0,135584,135584,104297,294165,491176,587827,0,110104,161078,257140,75095,268738,0,0



호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),160-0022 도쿄 도 Shinjuku-ku Shinjuku 5-15-8 일본,7.5,208146,179236,281898,131791,131791,155514,193395,208146,0,287749,163894,163894,193395,222896,222896,311399,311399,163894,163894,193395,227445,491176,268487,993883,161078,75095,298168,268738,311616,244058,249039



Hotel Rose Garden Shinjuku - Vacation STAY 72147v,160-0023 도쿄 도 Nishishinjuku 8-1-3 Hotel Rose Garden Shinjuku 일본,9.7,170024,223998,288767,186216,175421,186216,186216,207806,240190,311517,197011,186216,207806,218601,250985,213203,342742,202408,191614,250985,102551,491176,309766,279728,424094,219652,219652,219652,197124,0,0



토큐 스테이 니시 신주쿠(Tokyu Stay Nishi Shinjuku),160-0023 도쿄 도 Shinjuku-ku Nishishinjuku 5-9-8 일본,8.0,152536,195246,0,206351,173281,199395,216104,0,195246,0,180603,0,0,195246,0,0,0,129351,168400,199264,0,199231,523560,0,325047,129213,993883,431795,423159,0,0



Hotel Keihan Tokyo Yotsuya,160-0004 도쿄 도 Shinjuku-ku Yotsuya 1-24 일본,8.3,0,157699,225284,142680,142680,157699,157699,157699,157699,233094,142680,142680,157699,157699,157699,157699,225284,142680,142680,0,245801,186518,336237,469342,129538,153255,131416,208618,216273,378477,378477



GLOU Higashi Shinjuku,169-0072 도쿄 도 Shinjuku-ku Okubo 1-1-38 일본,8.1,0,140803,292869,123906,118274,118274,168963,123906,0,234915,129538,129538,140239,129538,129538,140239,0,129538,129538,0,131416,226577,161454,363501,105133,131224,993883,134098,134098,386201,336106



Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,160-0023 도쿄 도 Shinjuku-ku Nishi-shinjuku 6-12-39 일본,8.8,0,306289,0,236223,222701,235222,235222,235222,0,0,235222,210198,210198,210198,246232,0,0,222701,210198,210198,138925,226411,199786,242180,133762,112642,156197,255968,159385,0,0



Super Hotel Shinjuku Kabukicho,160-0021 도쿄 도 Shinjuku-ku Kabukicho 2-39-9 일본,8.0,0,379529,0,0,289640,0,324597,0,0,0,0,0,0,319603,334585,379529,0,0,0,0,0,0,0,0,0,214556,89175,0,0,0,0



634 Condo Shinjuku - Vacation STAY 01902v,169-0072 도쿄 도 Okubo 1-5-4 634 Condo Shinjuku 일본,10,0,626102,0,518154,518154,518154,0,518154,626102,0,0,0,0,518154,518154,626102,0,0,0,0,0,0,0,0,0,0,0,0,993883,0,0



ホテルパセラリビング東新宿,160-0022 도쿄 도 Shinjuku-ku Shinjuku 6-29-2 일본,8.5,0,387734,0,0,303444,303444,303444,303444,387734,0,0,303444,303444,303444,303444,387734,0,303444,303444,303444,140793,216472,0,0,0,133293,993883,114941,518154,0,0



호텔 록스(Hotel Rocks),160-0022 도쿄 도 Shinjuku-ku Shinjuku 2-10-4 일본,5.5,0,204633,204633,167086,167086,167086,167086,167086,204633,198494,167086,167086,167086,167086,167086,204633,204633,167086,167086,167086,304960,222896,112642,993883,124519,107902,75095,199395,75095,337878,244058



호텔 뉴 쇼헤이(Hotel New Shohei),160-0004 도쿄 도 Shinjuku-ku Yotsuya 1-7-9 일본,8.0,0,225284,244058,115036,187737,187737,187737,187737,206510,0,123953,187737,187737,0,0,0,0,187737,187737,187737,0,0,0,207468,249039,1014167,423159,993883,281171,993883,141952



Galois Hotel Shinokubo,169-0073 도쿄 도 Shinjuku-ku Hyakunincho 2-4-9 일본,8.6,0,0,225284,159576,159576,0,159576,0,0,227631,0,0,159576,0,159576,0,225284,0,0,159576,140239,231031,308808,274096,0,374707,156197,187737,156197,292869,356700



Kimpton Shinjuku Tokyo, an IHG Hotel,160-0023 도쿄 도 Nishishinjuku 3-4-7  일본,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



오야도 고코치(Oyado Cocochi),169-0073 도쿄 도 Shinjuku Hyakunincho 1-4-13 일본,7.5,0,0,0,84482,84482,0,84482,140803,168963,136579,0,0,0,84482,93868,112642,140803,0,84482,84482,0,91991,110104,0,75095,257140,191568,187737,191568,244058,993883



Hotel Yuyukan Center of Kabukicho, Shinjuku,160-0021 도쿄 도 Kabukicho 1-10-1 Yuyukan 일본,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



Nano North Shinjuku Apartment,169-0074 도쿄 도 Shinjuku-ku Kitashinjuku1-12-5 Nano Kitashinjuku 일본,6.4,0,0,192618,121653,111516,111516,111516,111516,131791,0,131791,131791,131791,131791,131791,131791,192618,131791,131791,131791,281605,491176,309766,279728,415612,219652,219652,219652,197124,150189,993883



Kimpton Shinjuku Tokyo an IHG Hotel,160-0023 도쿄 도 Nishishinjuku 3-4-7  일본,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



Hotel Yuyukan Center of Kabukicho, Shinjuku,160-0021 도쿄 도 Kabukicho 1-10-1 Yuyukan 일본,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



HOTEL GROOVE SHINJUKU A PARKROYAL Hotel,160-0021 도쿄 도 1-29-1 Kabukicho Shinjuku 일본,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



Hotel&Co. Sagami,160-0022 도쿄 도 Shinjuku-ku Shinjuku 4-4-18 일본,6.3,0,0,0,68,289,0,0,0,0,0,0,0,0,0,0,0,0,0,68289,0,0,0,0,0,0,93868,168212,2343856,281605,0,0,0



season guest house,160-0023 도쿄 도 西新宿４−２４−3 일본,9.0,0,0,0,481545,0,481545,0,0,0,0,0,0,0,0,0,0,537866,481545,481545,481545,222896,195246,98562,153756,474131,111046,168212,136971,86206,0,0



Tokyo shinjukutei Hotel Asahi gruop 東京新宿亭ホテル,160-0023 도쿄 도 西新宿4-18-6 일본,6.7,0,0,0,93868,93868,93868,93868,93868,112642,0,93868,93868,93868,93868,103255,112642,0,93868,93868,0,102551,119588,246548,0,160515,86206,281605,675278,281605,0,0



Toyoko Inn Tokyo Shinjuku Kabukicho,160-0021 도쿄 도 Shinjuku-ku Kabuki-cho 2-20-15 일본,7.3,0,0,0,79788,79788,79788,79788,79788,0,0,79788,79788,79788,0,0,0,0,79788,79788,79788,481545,197124,0,0,197124,126985,197124,281171,126985,0,0



Toyoko Inn Tokyo Shinjuku gyoemmae eki 3 ban Deguchi,160-0022 도쿄 도 Shinjyuku-ku Shinjuku 1-17-8 일본,7.9,0,0,0,84482,84482,0,0,0,0,0,84482,84482,0,0,0,0,0,84482,84482,84482,104644,0,0,0,201147,224135,197124,281171,126985,0,0



Hotel Rose Garden Shinjuku - Vacation STAY 72163v,160-0023 도쿄 도 Nishishinjuku 8-1-3 Hotel Rose Garden Shinjuku 일본,6.2,0,0,0,0,175421,186216,186216,207806,0,311517,197011,186216,207806,218601,250985,213203,342742,202408,191614,250985,295015,282356,112642,145731,104596,136971,68289,68289,168580,0,0



Hotel EL Shinjuku 6,160-0023 도쿄 도 新宿区西新宿4-37-16 일본,7.2,0,0,0,0,208763,0,0,208763,0,0,0,0,163706,163706,163706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



HOTEL GROOVE SHINJUKU A PARKROYAL Hotel,160-0021 도쿄 도  1-29-1 Kabukicho  Shinjuku  일본,8.7,0,0,0,0,350035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



Shin-Okubo City Hotel,169-0073 도쿄 도  Shinjuku-ku  Hyakunin-cho 1-4-9  일본,8.2,0,0,0,0,84482,0,0,0,93868,0,84482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



베스트 호텔(Best Hotel),169-0073 도쿄 도  Shinjuku-ku  Hyakunincho 1-2-3  일본,7.9,0,0,0,0,91991,0,91991,91991,110765,0,91991,91991,91991,0,91991,110765,0,0,91991,0,0,93868,107902,0,0,76627,187737,268738,187737,0,0



Kimpton Shinjuku Tokyo an IHG Hotel,160-0023 도쿄 도  Nishishinjuku 3-4-7   일본,8.7,0,0,0,0,718381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



도쿄 플라자 호텔 (Tokyo Plaza Hotel),169-0073 도쿄 도  Shinjuku-ku  Hyakunin-cho 2-15-1  일본,6.5,0,0,0,0,111703,0,0,0,0,0,0,0,0,0,0,0,0,0,72279,0,0,0,0,0,0,136013,0,0,0,0,0



Hotel Yuyukan Center of Kabukicho Shinjuku,160-0021 도쿄 도  Kabukicho 1-10-1 Yuyukan  일본,6.1,0,0,0,0,126985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



인터내셔널 호텔 가부키초 (International Hotel Kabukicho),160-0021 도쿄 도  Shinjuku  Kabukicho 2-12-2  일본,6.4,0,0,0,0,75095,0,0,0,91991,0,0,75095,75095,75095,0,91991,0,75095,75095,0,0,0,160515,0,129213,993883,1014167,129213,423159,0,0



신 오쿠보 세키테이(Shin Okubo Sekitei),169-0073 도쿄 도  Shinjuku-ku Hyakunin-cho 2-15-10  일본,8.4,0,0,0,0,0,89175,0,93868,0,0,0,0,89175,89175,0,0,0,93868,0,89175,0,0,0,0,95784,0,423159,0,0,0,0



634 Condo Shinjuku - Vacation STAY 14798v,169-0072 도쿄 도  Okubo 1-5-4 634 Condo Shinjuku  일본,10,0,0,0,0,0,1835127,0,1835127,2223742,0,0,0,0,1835127,0,0,0,0,0,0,0,0,0,0,0,0,0,168580,165208,0,0



도모 호텔 (Domo Hotel),160-0022 도쿄 도  新宿区新宿七丁目27-15  일본,8.4,0,0,0,0,0,0,145496,0,0,0,145496,145496,0,145496,0,0,0,0,145496,0,284479,0,164749,0,0,0,0,0,0,0,0



"HOTEL GROOVE SHINJUKU, A PARKROYAL Hotel",160-0021 도쿄 도  1-29-1 Kabukicho  Shinjuku  일본,8.7,0,0,0,0,0,0,0,0,0,362170,350035,350035,350035,350035,350035,350035,373371,350035,350035,350035,0,0,0,0,0,0,0,0,0,0,0



"Hotel Yuyukan Center of Kabukicho, Shinjuku",160-0021 도쿄 도  Kabukicho 1-10-1 Yuyukan  일본,6.1,0,0,0,0,0,0,0,0,0,175039,126985,126985,126985,126985,126985,180453,180453,126985,126985,126985,0,0,0,0,0,0,0,0,0,0,0



shinjuku lions house,160-0021 도쿄 도  新宿区歌舞伎町2丁目2-11 ライオンズマンション歌舞伎町第３  일본,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,105602,0,0,0,105602,0,0,0,0,0,0,0,0,0,0,224533,0,0



FLOWER TERRACE Higashi Shinjuku,160-0022 도쿄 도  新宿区新宿6-29-18 フラワーテラス東新宿  일본,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0



Kimpton Shinjuku Tokyo  an IHG Hotel,160-0023 도쿄 도  Nishishinjuku 3-4-7   일본,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139845,350035,140239,346327,160515,0,262353,423159,993883,165959,242180



Hotel Yuyukan Center of Kabukicho  Shinjuku,160-0021 도쿄 도  Kabukicho 1-10-1 Yuyukan  일본,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304960,199231,128130,269153,95784,111046,303444,119588,528728,431044,467099



HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,160-0021 도쿄 도  1-29-1 Kabukicho  Shinjuku  일본,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159267,107902,1014167,164365,257140,187737,311616,187737,0,0



Miyanonoki guest house,169-0074 도쿄 도  北新宿３−９−19  일본,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119588,394022,0,0



