Hotel Name,mean_price,Time_Cost_NRT,Money_Cost_NRT,Time_Walk_NRT,Time_Cost_HND,Money_Cost_HND,Time_Walk_HND
Sky Heart Hotel Kawasaki / Vacation STAY 80804,555720.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Sky Heart Hotel Kawasaki / Vacation STAY 80788,422158.0,52.0,5927.0,4.0,52.0,5927.0,4.0
호텔 일 피오레 카사이 (Hotel Il Fiore Kasai),261236.0,52.0,5927.0,4.0,52.0,5927.0,4.0
신코이와 파크 호텔(Shinkoiwa Park Hotel),248911.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Super Hotel Tokyo JR Shinkoiwa,218675.0,52.0,5927.0,4.0,52.0,5927.0,4.0
JR-East Hotel Mets Yokohama Tsurumi,241241.0,52.0,5927.0,4.0,52.0,5927.0,4.0
토부 호텔 레반트 도쿄 (Tobu Hotel Levant Tokyo),167905.0,70.0,26290.0,9.0,43.0,5067.0,10.0
로즈 호텔 요코하마(Rose Hotel Yokohama),192671.0,113.0,43976.0,8.0,33.0,7648.0,4.0
이코노미 호텔 호테이야(Economy Hotel Hoteiya),283530.0,61.0,26194.0,15.0,56.0,7074.0,4.0
호텔 무사시노 노 모리(Hotel Musashino no Mori),555720.0,113.0,28967.0,16.0,95.0,14818.0,12.0
灯光旅館 Light hotel,371450.0,60.0,26386.0,5.0,46.0,6883.0,4.0
쵸후 어번 호텔(Chofu Urban Hotel),371450.0,97.0,28967.0,9.0,79.0,14818.0,5.0
Henn na Hotel Maihama Tokyo Bay,160726.0,81.0,19598.0,2.0,55.0,10994.0,9.0
우라야스 뷰포트 호텔(Urayasu Beaufort Hotel),163143.0,72.0,13671.0,5.0,51.0,6310.0,4.0
HOTEL Nishikawaguchi Weekly - Vacation STAY 43473v,271583.0,76.0,26768.0,9.0,58.0,8700.0,10.0
호텔 테토라 츠루미(Hotel Tetora Tsurumi),236548.0,98.0,29254.0,11.0,19.0,2868.0,3.0
신 요코하마 고쿠사이 호텔(Shin-Yokohama Kokusai Hotel),236548.0,91.0,57360.0,9.0,39.0,8604.0,4.0
마로드 인 도쿄(Marroad Inn Tokyo),555720.0,74.0,28011.0,10.0,44.0,4493.0,12.0
호텔 모리노 신 유리(Hotel Molino Shin Yuri),418653.0,101.0,29732.0,7.0,81.0,20363.0,4.0
E Hotel Warabi,235574.0,80.0,27628.0,10.0,62.0,8700.0,11.0
코트 호텔 신-요코하마 (Court Hotel Shin-Yokohama),181518.0,93.0,57360.0,11.0,41.0,8604.0,6.0
Hotel Keyaki Gate Tokyo Fuchu,170543.0,104.0,29349.0,8.0,86.0,15200.0,4.0
후추 어반 호텔(Fuchu Urban Hotel),194920.0,132.0,31548.0,11.0,69.0,15296.0,4.0
Sky Heart Hotel Koiwa - Vacation STAY 49100v,260533.0,66.0,27150.0,3.0,58.0,6883.0,2.0
Sky Heart Hotel Koiwa - Vacation STAY 49085v,337926.0,66.0,27150.0,3.0,58.0,6883.0,2.0
Super Hotel Tozai line Ichikawa Myoden Ekimae,127453.0,73.0,13384.0,6.0,48.0,11472.0,3.0
Fuchu Urban Hotel Annex,187737.0,106.0,29349.0,10.0,88.0,15200.0,6.0
Ichikawa Grand Hotel,168446.0,63.0,23518.0,6.0,51.0,6788.0,9.0
나이스 인 호텔 이치카와 도쿄 베이(Nice Inn Hotel Ichikawa Tokyo Bay),225284.0,75.0,11759.0,5.0,51.0,11185.0,15.0
Sotetsu Fresa Inn Yokohama Higashiguchi,341522.0,91.0,41777.0,3.0,28.0,3250.0,3.0
KEIKYU EX INN Yokohama-Station East,159922.0,91.0,41777.0,3.0,28.0,3250.0,3.0
We Home-Hostel & Kitchen- - Vacation STAY 41418v,141760.0,74.0,21797.0,7.0,59.0,7552.0,10.0
We Home-Hostel & Kitchen- - Vacation STAY 30096v,198005.0,74.0,21797.0,7.0,59.0,7552.0,10.0
요코하마 사쿠라기초 워싱턴 호텔(Yokohama Sakuragicho Washington Hotel),219193.0,100.0,41777.0,4.0,43.0,7648.0,10.0
Hotel Resol Yokohama Sakuragicho,166971.0,102.0,41777.0,6.0,39.0,7648.0,6.0
컴포트 호텔 요코하마 칸나이 (Comfort Hotel Yokohama Kannai),130860.0,97.0,30879.0,13.0,39.0,7648.0,6.0
JR-East Hotel Mets Yokohama Sakuragicho,259421.0,98.0,41777.0,2.0,33.0,4684.0,2.0
리치몬드 호텔 요코하마-바샤미치(Richmond Hotel Yokohama-Bashamichi),205009.0,105.0,43785.0,6.0,39.0,7648.0,6.0
다이와 로이넷 호텔 요코하마-코엔(Daiwa Roynet Hotel Yokohama-Koen),304128.0,100.0,30879.0,16.0,38.0,7648.0,8.0
Hotels & Resort Feel,192293.0,118.0,43976.0,13.0,39.0,7648.0,11.0
브리즈베이 호텔 리조트 & 스파(Breezbay Hotel Resort and Spa),358094.0,100.0,41777.0,4.0,43.0,9751.0,3.0
nestay suite tokyo shibuya,174595.0,55.0,26003.0,11.0,50.0,4876.0,11.0
渋谷 広め50m2 2LDK 代々木公園駅徒歩5分 家族におすすめ,490800.0,73.0,26577.0,7.0,37.0,4589.0,6.0
시부야 도큐 레이 호텔(Shibuya Tokyu REI Hotel),354053.0,81.0,31070.0,4.0,36.0,4589.0,7.0
THE TOURIST HOTEL & Cafe AKIHABARA,305244.0,58.0,26290.0,13.0,43.0,4589.0,12.0
Toyoko Inn Tokyo Akiba Asakusabashi-eki Higashi-guchi,191836.0,64.0,12524.0,3.0,42.0,4493.0,3.0
Hotel Monte Hermana Tokyo,249939.0,59.0,26194.0,13.0,36.0,26481.0,6.0
ENT TERRACE AKIHABARA,280901.0,60.0,26290.0,10.0,41.0,5640.0,9.0
스마일 호텔 니혼바시 미츠코시마에 (Smile Hotel Nihombashi Mitsukoshimae),196185.0,61.0,26290.0,8.0,35.0,4493.0,9.0
Ano Hotel Asakusa,229775.0,63.0,12524.0,8.0,41.0,5067.0,8.0
HOTEL TABARD TOKYO - Vacation STAY 64544v,255552.0,78.0,25143.0,10.0,46.0,5067.0,13.0
호텔 네오 루즈(Hotel Neo Rouge),275269.0,66.0,26577.0,9.0,61.0,7074.0,13.0
Shiro Shibuya,469342.0,83.0,31070.0,6.0,39.0,4589.0,10.0
아우어즈 인 한큐(Ours Inn Hankyu),380642.0,76.0,26768.0,9.0,30.0,2868.0,15.0
TOMARU MORISITA HOUSE,214911.0,65.0,26290.0,13.0,48.0,4493.0,5.0
컴포트 스위트 도쿄 베이(Comfort Suites Tokyo Bay),230785.0,79.0,12237.0,19.0,64.0,10994.0,14.0
SALON渋谷4A,357116.0,83.0,26577.0,15.0,66.0,10516.0,9.0
SQUARE渋谷312,542935.0,80.0,26577.0,12.0,57.0,10516.0,8.0
Sky Heart Hotel Kawasaki - Vacation STAY 97869,555720.0,84.0,28489.0,20.0,26.0,2390.0,13.0
SLEEPLAB 高輪,272973.0,92.0,13480.0,8.0,27.0,4111.0,4.0
Lions Mansion Dogenzaka 207,408353.0,77.0,26577.0,9.0,37.0,16921.0,11.0
LIONS APARTMENT 516,342332.0,76.0,26577.0,9.0,38.0,16921.0,11.0
H2O Stay Shibuya Anon #A102,317883.0,85.0,27246.0,15.0,43.0,4493.0,15.0
Kiba no Tsuru Carane Hotel - Vacation STAY 09991v,179611.0,78.0,24474.0,12.0,46.0,12237.0,7.0
Kiba no Tsuru Carane Hotel - Vacation STAY 40658v,138717.0,80.0,14436.0,6.0,46.0,12237.0,7.0
H2O Stay Shibuya Anon #B204,477706.0,84.0,33078.0,5.0,43.0,4493.0,15.0
H2O Stay Shibuya Anon #A203,609397.0,84.0,33078.0,5.0,43.0,4493.0,15.0
신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),211160.0,74.0,26290.0,16.0,64.0,14149.0,14.0
La'gent Hotel Shinjuku Kabukicho,207472.0,71.0,26290.0,13.0,59.0,4876.0,13.0
APA Hotel Shinjuku Kabukicho Chuo,196026.0,69.0,30688.0,8.0,62.0,14149.0,12.0
호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),203522.0,72.0,28298.0,8.0,62.0,6501.0,7.0
신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),223478.0,74.0,26577.0,14.0,55.0,12428.0,1.0
신주쿠 프린스 호텔(Shinjuku Prince Hotel),273514.0,70.0,26577.0,10.0,54.0,4876.0,10.0
APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),191773.0,74.0,26577.0,14.0,57.0,6214.0,7.0
APA Hotel Higashi Shinjuku Kabukicho Tower,186641.0,71.0,26290.0,13.0,59.0,4876.0,13.0
호텔 썬루트 플라자 신주쿠(Hotel Sunroute Plaza Shinjuku),263441.0,69.0,26577.0,9.0,53.0,4876.0,9.0
APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),200051.0,82.0,28298.0,11.0,60.0,5067.0,5.0
더 낫 도쿄 신주쿠(THE KNOT TOKYO Shinjuku),225126.0,79.0,28680.0,8.0,56.0,14531.0,3.0
Tokyu Stay Shinjuku Eastside,264783.0,74.0,26672.0,13.0,64.0,6883.0,7.0
HOTEL CEN,239306.0,66.0,26290.0,8.0,54.0,4876.0,8.0
MIMARU TOKYO SHINJUKU WEST,341003.0,74.0,26577.0,14.0,58.0,12428.0,3.0
APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),235608.0,72.0,26290.0,14.0,60.0,4876.0,14.0
E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),244050.0,72.0,26672.0,11.0,62.0,5067.0,5.0
아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),223678.0,73.0,26672.0,12.0,62.0,4876.0,16.0
Via Inn Shinjuku,217924.0,76.0,28298.0,12.0,62.0,6214.0,12.0
시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),234736.0,72.0,26577.0,12.0,57.0,4876.0,13.0
프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),254562.0,71.0,26290.0,13.0,59.0,4876.0,13.0
Bespoke Hotel Shinjuku,278576.0,75.0,26672.0,14.0,62.0,6883.0,7.0
호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),243320.0,80.0,26577.0,16.0,56.0,4876.0,12.0
APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),221350.0,67.0,30688.0,6.0,56.0,4876.0,12.0
HOTEL KABUKI,282312.0,70.0,26577.0,10.0,54.0,4876.0,10.0
Sotetsu Fresa Inn Higashi Shinjuku,213227.0,73.0,26672.0,12.0,66.0,14436.0,6.0
도큐 스테이 신주쿠(Tokyu Stay Shinjuku),290935.0,83.0,27533.0,6.0,63.0,12428.0,3.0
호텔 & 스파 제이-멕스 신주쿠 가부키초(성인 전용)(HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only)),268199.0,74.0,26672.0,13.0,66.0,14436.0,8.0
HOTEL MYSTAYS Nishi Shinjuku,244258.0,71.0,26577.0,11.0,55.0,4876.0,11.0
HOTEL AMANEK Shinjuku Kabukicho,249146.0,71.0,26290.0,13.0,59.0,4876.0,13.0
시타딘 신주쿠 도쿄(Citadines Shinjuku Tokyo),300703.0,76.0,28298.0,12.0,62.0,14149.0,10.0
JR Kyushu Hotel Blossom Shinjuku (JR Kyushu Hotel Blossom Shinjuku),457657.0,69.0,26577.0,9.0,49.0,12428.0,4.0
EAST ONE Higashishinjuku,729557.0,73.0,26672.0,12.0,66.0,14436.0,6.0
Stay SAKURA Tokyo Shinjuku Hyakukura,247229.0,68.0,26290.0,10.0,56.0,4876.0,10.0
HOTEL D-WAVE Shinjuku（Adult Only),285080.0,75.0,26577.0,15.0,59.0,4876.0,15.0
Book Tea Bed SHINJUKU-GYOEN,310979.0,72.0,28298.0,8.0,58.0,14149.0,6.0
Blue Empire Hotel,197632.0,65.0,26290.0,7.0,53.0,4876.0,7.0
호텔 페리에(성인 전용)(HOTEL PERRIER (Adult Only)),314387.0,76.0,26672.0,15.0,64.0,14436.0,6.0
호텔 안 신주쿠 가부키초 (성인 전용)(HOTEL AN Shinjuku Kabukicho (Adult Only)),383191.0,72.0,26577.0,12.0,56.0,4876.0,12.0
호텔 더 호텔(성인 전용)(HOTEL THE HOTEL SHINJUKU (Adult Only)),289371.0,76.0,26672.0,15.0,61.0,4876.0,17.0
Hotel Matsunoi,232526.0,63.0,26290.0,5.0,51.0,4876.0,5.0
아파트 호텔 신주쿠(Apartment Hotel Shinjuku),187799.0,70.0,26577.0,10.0,54.0,4876.0,10.0
니시테츠 인 신주쿠(Nishitetsu Inn Shinjuku),277577.0,73.0,26577.0,13.0,57.0,14531.0,7.0
Tokyu Stay Yotsuya,412247.0,74.0,28298.0,8.0,60.0,6214.0,9.0
호텔 리스텔 신주쿠(Hotel Listel Shinjuku),222339.0,84.0,28584.0,8.0,68.0,14436.0,7.0
파크 하얏트 도쿄(Park Hyatt Tokyo),849119.0,73.0,26577.0,13.0,58.0,12428.0,3.0
호텔 빌라 폰테인 도쿄-신주쿠(Hotel Villa Fontaine Tokyo-Shinjuku),200092.0,70.0,26290.0,12.0,58.0,4876.0,12.0
신주쿠 시티 호텔 N.U.T.S 도쿄(Shinjuku City Hotel N.U.T.S Tokyo),221053.0,73.0,28298.0,9.0,59.0,14149.0,7.0
Hotel Petit Bali Garden Shin-Okubo (Adult Only),203014.0,64.0,26290.0,6.0,52.0,4876.0,6.0
카도야 호텔(Kadoya Hotel),304985.0,69.0,26577.0,9.0,48.0,12428.0,3.0
Lion House,257384.0,74.0,26577.0,14.0,58.0,4876.0,14.0
Hotel Balian Resort Higashi Shinjuku (Adult Only),266959.0,73.0,26290.0,15.0,61.0,4876.0,15.0
로열 호텔 신오쿠보,150189.0,64.0,26290.0,6.0,52.0,4876.0,6.0
비즈니스 호텔 야마시로(Business Hotel Yamashiro),93217.0,72.0,26290.0,14.0,59.0,4876.0,15.0
粋,214441.0,72.0,26672.0,11.0,65.0,14436.0,6.0
Hotel QUEEN ANNEX,223543.0,74.0,26577.0,14.0,56.0,14149.0,7.0
Shinokubo guest house,437181.0,68.0,26290.0,10.0,56.0,4876.0,10.0
더 신-오쿠보 인터내셔널 호텔,118900.0,64.0,26290.0,6.0,52.0,4876.0,6.0
호텔 시에나(Hotel Siena),205938.0,74.0,26577.0,14.0,58.0,4876.0,14.0
신주쿠 이스트 호텔 (Shinjuku East Hotel),105511.0,75.0,26672.0,14.0,65.0,14436.0,7.0
호텔 타테시나(Hotel Tateshina),224414.0,77.0,26577.0,17.0,58.0,14149.0,9.0
HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,217574.0,74.0,26672.0,13.0,64.0,14436.0,6.0
Keio Presso Inn Shinjuku,243193.0,74.0,26577.0,14.0,58.0,12428.0,3.0
HOTEL LiVEMAX Shinjuku EAST,281252.0,76.0,26672.0,15.0,61.0,14149.0,12.0
레지던스 호텔 윌 신주쿠 (Residence Hotel Will Shinjuku),261676.0,98.0,31070.0,12.0,65.0,6214.0,14.0
COCOSHUKU Shinjuku-Hanazono,292186.0,96.0,31357.0,8.0,60.0,14149.0,8.0
Hotel BaliAn Resort Shinjuku Glamping,293783.0,77.0,26290.0,13.0,59.0,4876.0,13.0
TOKYO E JOY INN（Okubo branch in Shinjuku）,277893.0,74.0,26290.0,10.0,56.0,4876.0,10.0
Hotel Yuyukan - Vacation STAY 10008v,431836.0,78.0,26577.0,11.0,55.0,4876.0,11.0
Hotel Rose Garden Shinjuku - Vacation STAY 72146v,373865.0,98.0,31357.0,5.0,57.0,14149.0,6.0
SHINJUKU WARM HOUSE,339622.0,77.0,26290.0,13.0,59.0,4876.0,13.0
634 Condo Shinjuku - Vacation STAY 01910v,491766.0,76.0,26290.0,12.0,58.0,4876.0,12.0
HOTEL LiVEMAX Shinjuku Kabukicho,198291.0,77.0,26290.0,13.0,59.0,4876.0,13.0
Hotel Koryukaku,203604.0,75.0,26290.0,11.0,57.0,4876.0,11.0
SHINJUKU GLOBAL HOTEL,245431.0,71.0,26290.0,7.0,53.0,4876.0,7.0
신주쿠 어반 호텔(Shinjuku Urban Hotel),375301.0,80.0,26672.0,15.0,65.0,14436.0,7.0
하나비 호텔(Hanabi Hotel),288871.0,77.0,26290.0,13.0,59.0,4876.0,13.0
호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),225015.0,81.0,26672.0,16.0,58.0,14149.0,9.0
Hotel Rose Garden Shinjuku - Vacation STAY 72147v,290281.0,98.0,31357.0,5.0,57.0,14149.0,6.0
토큐 스테이 니시 신주쿠(Tokyu Stay Nishi Shinjuku),245016.0,86.0,28680.0,9.0,60.0,14531.0,7.0
Hotel Keihan Tokyo Yotsuya,205592.0,85.0,31070.0,9.0,61.0,6214.0,3.0
GLOU Higashi Shinjuku,215376.0,78.0,26290.0,14.0,69.0,14436.0,9.0
Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,228961.0,103.0,31357.0,10.0,70.0,12428.0,5.0
Super Hotel Shinjuku Kabukicho,221709.0,77.0,26290.0,13.0,66.0,14436.0,11.0
634 Condo Shinjuku - Vacation STAY 01902v,598111.0,76.0,26290.0,12.0,58.0,4876.0,12.0
ホテルパセラリビング東新宿,286843.0,77.0,26672.0,12.0,66.0,14436.0,6.0
호텔 록스(Hotel Rocks),228311.0,95.0,31357.0,7.0,56.0,14149.0,7.0
호텔 뉴 쇼헤이(Hotel New Shohei),518269.0,84.0,31070.0,8.0,50.0,6501.0,11.0
Galois Hotel Shinokubo,247897.0,70.0,26290.0,6.0,53.0,4876.0,6.0
오야도 고코치(Oyado Cocochi),214699.0,74.0,26290.0,10.0,60.0,13862.0,7.0
Hotel&Co. Sagami,510743.0,76.0,26577.0,9.0,54.0,4876.0,9.0
Tokyo shinjukutei Hotel Asahi gruop 東京新宿亭ホテル,202123.0,87.0,28680.0,11.0,59.0,14531.0,6.0
Toyoko Inn Tokyo Shinjuku Kabukicho,194209.0,78.0,26290.0,14.0,68.0,14436.0,10.0
Toyoko Inn Tokyo Shinjuku gyoemmae eki 3 ban Deguchi,178171.0,94.0,31357.0,6.0,58.0,14149.0,6.0
Hotel Rose Garden Shinjuku - Vacation STAY 72163v,319969.0,98.0,31357.0,5.0,57.0,14149.0,6.0
Hotel EL Shinjuku 6,181728.0,87.0,28680.0,11.0,59.0,14531.0,6.0
베스트 호텔(Best Hotel),117504.0,72.0,26290.0,8.0,57.0,4876.0,8.0
Miyanonoki guest house,448492.0,81.0,26672.0,16.0,60.0,14149.0,11.0
Shinjuku Miyabi Residence - Vacation STAY 94836,416363.0,84.0,28298.0,12.0,57.0,14149.0,10.0
ONSEN RYOKAN YUEN SHINJUKU,290944.0,77.0,26577.0,10.0,57.0,4876.0,10.0
게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),385001.0,80.0,26577.0,13.0,48.0,12428.0,8.0
HOTEL GROOVE SHINJUKU A PARKROYAL Hotel,353259.0,77.0,30688.0,8.0,61.0,4876.0,14.0
Sakura Cross Hotel Shinjuku East Annex,345167.0,79.0,26577.0,12.0,56.0,9942.0,10.0
Kimpton Shinjuku Tokyo an IHG Hotel,718380.0,79.0,26577.0,12.0,61.0,5067.0,6.0
힐튼 도쿄 호텔(Hilton Tokyo Hotel),349157.0,83.0,26577.0,16.0,63.0,5067.0,8.0
호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),188690.0,78.0,26290.0,12.0,57.0,6214.0,8.0
Oakwood Apartments Nishi-Shinjuku,183466.0,79.0,26577.0,12.0,61.0,5067.0,6.0
게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),382290.0,80.0,26577.0,13.0,48.0,12428.0,8.0
오다큐 호텔 센츄리 서던 타워(Odakyu Hotel Century Southern Tower),327764.0,76.0,26577.0,9.0,52.0,4589.0,8.0
Okubo Hotel Hawaii,141418.0,73.0,26290.0,9.0,58.0,4876.0,9.0
City Hotel Dolphin,273628.0,73.0,26290.0,9.0,58.0,4876.0,9.0
Nano North Shinjuku Apartment,280008.0,77.0,26290.0,13.0,57.0,14531.0,9.0
도쿄 플라자 호텔 (Tokyo Plaza Hotel),227244.0,73.0,26290.0,9.0,55.0,4876.0,9.0
인터내셔널 호텔 가부키초 (International Hotel Kabukicho),248907.0,78.0,26290.0,14.0,64.0,14436.0,10.0
신 오쿠보 세키테이(Shin Okubo Sekitei),221796.0,73.0,26290.0,9.0,55.0,4876.0,9.0
634 Condo Shinjuku - Vacation STAY 14798v,603462.0,76.0,26290.0,12.0,58.0,4876.0,12.0
도모 호텔 (Domo Hotel),566206.0,78.0,26672.0,13.0,59.0,14149.0,12.0
shinjuku lions house,328485.0,80.0,26672.0,15.0,60.0,14436.0,6.0
FLOWER TERRACE Higashi Shinjuku,308395.0,77.0,26672.0,12.0,61.0,14436.0,7.0
Kimpton Shinjuku Tokyo  an IHG Hotel,439138.0,79.0,26577.0,12.0,56.0,14531.0,5.0
HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,232587.0,81.0,26577.0,14.0,61.0,14436.0,10.0
yksi SAUNA & STAY,226955.0,79.0,26577.0,12.0,56.0,14531.0,5.0
TOKYO ICHIBAN SHINJUKU,514625.0,77.0,26290.0,13.0,59.0,4876.0,13.0
호텔 엠파이어 인 신주쿠(Hotel Empire in Shinjuku),169066.0,73.0,26290.0,9.0,55.0,4876.0,9.0
season guest house,306174.0,79.0,26577.0,12.0,56.0,14531.0,5.0
헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),327002.0,88.0,26290.0,13.0,55.0,4876.0,9.0
Hotel Shu,347217.0,102.0,13480.0,19.0,62.0,14149.0,15.0
SHINJUKU WARM VILLA I,491656.0,85.0,26290.0,13.0,59.0,4876.0,13.0
City Hotel Southern Cross,224213.0,81.0,26290.0,9.0,55.0,4876.0,9.0
Pod Select Hotel Shinjuku,214781.0,83.0,23518.0,10.0,53.0,14149.0,9.0
Hotel Yuyukan Center of Kabukicho Shinjuku,139900.0,85.0,27820.0,8.0,60.0,14436.0,9.0
Shin-Okubo City Hotel,87610.0,81.0,26290.0,9.0,55.0,4876.0,9.0
Hotel Yuyukan Center of Kabukicho  Shinjuku,377743.0,85.0,27820.0,8.0,60.0,14436.0,9.0
